index,units,quantity_on_hand,status,delivered,supply_score,product_name,month
2020-01-03T02:00:53Z,2637,181,PASSIVE,YES, 2,sanitizers,9
2020-01-03T02:50:44Z,4447,170,NONE,YES, 2,respirators,4
2020-01-03T03:06:00Z,415,168,NONE,YES,12,sanitizers,9
2020-01-03T04:52:04Z,4266,185,PASSIVE,NO, 6,ppe,1
2020-01-03T05:36:53Z,95,173,NONE,YES, 3,sanitizers,9
2020-01-03T05:53:13Z,2556,178,NONE,YES,50,masks,2
2020-01-03T06:08:19Z,1053,171,ACTIVE,NO,10,visors,8
2020-01-03T06:32:48Z,1350,175,NONE,YES, 0,masks,2
2020-01-03T06:44:26Z,3163,158,NONE,YES, 0,ventilators,10
2020-01-03T07:00:58Z,1504,163,NONE,YES, 5,visors,8
2020-01-03T07:25:35Z,4972,170,NONE,YES, 2,vaccines,3
2020-01-03T12:30:49Z,4867,160,NONE,NO, 5,visors,8
2020-01-03T13:11:30Z,4215,164,NONE,YES, 2,diagnostics,7
2020-01-03T14:03:18Z,625,165,NONE,YES,10,biologics,6
2020-01-03T14:30:10Z,2982,182,NONE,YES, 1,visors,8
2020-01-03T14:44:22Z,2837,178,PASSIVE,NO, 4,diagnostics,7
2020-01-03T17:53:47Z,3610,170,PASSIVE,NO, 5,respirators,4
2020-01-03T18:28:10Z,2525,183,ACTIVE,NO, 9,diagnostics,7
2020-01-03T19:39:58Z,1869,116,NONE,YES, 9,vaccines,3
2020-01-03T20:26:10Z,4494,176,NONE,YES, 6,ppe,1
2020-01-03T20:55:37Z,3601,153,NONE,YES, 5,biologics,6
2020-01-03T21:03:06Z,4110,167,NONE,YES, 4,respirators,4
2020-01-03T21:36:02Z,4244,158,NONE,YES, 4,ppe,1
2020-01-03T22:22:00Z,1470,168,PASSIVE,NO, 6,biologics,6
2020-01-03T23:03:08Z,73,189,ACTIVE,NO, 5,vaccines,3
2020-01-03T23:34:18Z,4879,183,ACTIVE,YES, 0,biologics,6
2020-01-04T00:32:13Z,3077,168,NONE,YES, 2,vaccines,3
2020-01-04T00:44:23Z,4774,155,NONE,YES,20,masks,2
2020-01-04T01:02:25Z,4709,172,NONE,YES,10,respirators,4
2020-01-04T01:11:03Z,4413,156,NONE,YES, 4,masks,2
2020-01-04T01:16:31Z,399,172,NONE,NO, 8,sanitizers,9
2020-01-04T02:27:52Z,1580,158,NONE,NO, 5,ppe,1
2020-01-04T03:15:14Z,745,163,NONE,YES, 2,ppe,1
2020-01-04T07:32:20Z,1071,176,NONE,YES, 4,biologics,6
2020-01-04T10:08:21Z,4196,168,NONE,YES,20,vaccines,3
2020-01-04T12:50:25Z,477,178,NONE,YES, 5,visors,8
2020-01-04T12:54:48Z,2788,160,NONE,YES, 0,visors,8
2020-01-04T13:31:25Z,707,168,NONE,NO, 3,vaccines,3
2020-01-04T14:11:17Z,1152,165,NONE,YES, 7,respirators,4
2020-01-04T14:30:40Z,1971,178,NONE,NO, 3,biologics,6
2020-01-04T14:44:47Z,1677,178,NONE,YES, 3,oxygen_tanks,5
2020-01-04T15:45:10Z,185,158,NONE,YES,20,diagnostics,7
2020-01-04T15:46:46Z,4182,158,NONE,YES,25,diagnostics,7
2020-01-04T16:30:57Z,887,178,ACTIVE,YES, 3,diagnostics,7
2020-01-04T17:39:00Z,2331,150,NONE,YES, 0,respirators,4
2020-01-04T17:49:28Z,2996,159,NONE,NO, 4,biologics,6
2020-01-04T18:48:13Z,2294,156,NONE,YES, 2,ventilators,10
2020-01-04T19:26:59Z,636,176,NONE,NO, 6,ventilators,10
2020-01-04T19:41:47Z,4571,160,ACTIVE,YES,10,masks,2
2020-01-04T19:48:15Z,4619,175,NONE,YES, 5,visors,8
2020-01-04T19:56:40Z,4943,180,NONE,YES,20,visors,8
2020-01-04T20:57:29Z,2652,176,NONE,YES, 5,respirators,4
2020-01-04T21:27:43Z,961,176,PASSIVE,NO, 4,diagnostics,7
2020-01-04T23:43:16Z,4301,163,NONE,YES, 7,vaccines,3
2020-01-05T00:43:21Z,3986,173,ACTIVE,YES, 4,biologics,6
2020-01-05T02:00:25Z,3853,176,PASSIVE,YES,10,biologics,6
2020-01-05T02:18:54Z,2345,168,ACTIVE,YES, 4,ventilators,10
2020-01-05T04:03:37Z,1472,170,PASSIVE,YES, 4,biologics,6
2020-01-05T04:09:00Z,1027,165,NONE,YES, 3,respirators,4
2020-01-05T04:20:24Z,3190,147,NONE,YES, 5,respirators,4
2020-01-05T07:00:13Z,4672,164,NONE,YES, 3,ppe,1
2020-01-05T10:41:24Z,2706,170,ACTIVE,NO, 3,ppe,1
2020-01-05T11:07:06Z,925,158,NONE,NO,10,ppe,1
2020-01-05T11:32:55Z,4240,180,NONE,YES, 2,ventilators,10
2020-01-05T11:57:34Z,1937,156,NONE,YES,10,visors,8
2020-01-05T12:27:28Z,2237,183,ACTIVE,NO, 5,ventilators,10
2020-01-05T14:10:40Z,3292,188,NONE,YES, 4,biologics,6
2020-01-05T14:36:02Z,3123,159,PASSIVE,NO, 0,respirators,4
2020-01-05T15:58:39Z,2949,166,ACTIVE,NO, 3,sanitizers,9
2020-01-05T16:58:46Z,4512,150,NONE,YES, 4,respirators,4
2020-01-05T17:30:58Z,1161,158,NONE,YES, 4,masks,2
2020-01-05T20:07:32Z,2960,164,NONE,YES,10,oxygen_tanks,5
2020-01-05T21:21:43Z,4145,170,NONE,YES, 5,visors,8
2020-01-05T23:57:28Z,3436,170,NONE,YES, 6,vaccines,3
2020-01-06T01:44:21Z,3320,164,ACTIVE,NO, 5,visors,8
2020-01-06T01:46:23Z,1391,176,NONE,NO, 5,vaccines,3
2020-01-06T02:15:19Z,3032,165,NONE,YES,10,visors,8
2020-01-06T03:58:00Z,170,174,NONE,NO, 1,visors,8
2020-01-06T04:31:51Z,4313,176,NONE,YES,10,visors,8
2020-01-06T04:42:51Z,4444,178,ACTIVE,NO, 4,sanitizers,9
2020-01-06T05:44:16Z,2888,164,PASSIVE,YES, 2,respirators,4
2020-01-06T05:44:49Z,4035,172,ACTIVE,NO, 3,visors,8
2020-01-06T06:42:36Z,2350,168,NONE,YES, 1,diagnostics,7
2020-01-06T06:44:54Z,546,176,NONE,NO, 3,sanitizers,9
2020-01-06T07:25:56Z,4538,165,NONE,YES,10,masks,2
2020-01-06T08:25:27Z,3433,160,NONE,NO, 3,diagnostics,7
2020-01-06T08:35:50Z,2916,182,PASSIVE,NO,10,biologics,6
2020-01-06T09:50:56Z,213,160,NONE,YES,10,ppe,1
2020-01-06T10:32:45Z,4235,165,NONE,YES, 2,masks,2
2020-01-06T12:21:22Z,2651,163,ACTIVE,NO, 2,oxygen_tanks,5
2020-01-06T13:40:25Z,1407,170,ACTIVE,YES, 6,vaccines,3
2020-01-06T14:42:50Z,1920,176,ACTIVE,YES, 2,oxygen_tanks,5
2020-01-06T16:55:54Z,3741,165,NONE,YES, 5,ppe,1
2020-01-06T18:00:29Z,3479,166,NONE,YES, 1,ppe,1
2020-01-06T18:05:11Z,3819,180,NONE,NO, 5,biologics,6
2020-01-06T19:18:35Z,3420,168,ACTIVE,NO,12,ventilators,10
2020-01-06T19:41:08Z,3617,186,NONE,NO,10,visors,8
2020-01-06T20:21:39Z,1671,168,PASSIVE,NO, 2,diagnostics,7
2020-01-06T20:40:09Z,3662,180,NONE,YES,20,biologics,6
2020-01-06T20:59:30Z,3953,180,PASSIVE,NO,12,sanitizers,9
2020-01-06T21:21:11Z,2959,160,NONE,YES,20,sanitizers,9
2020-01-06T22:29:27Z,561,172,NONE,YES,40,ventilators,10
2020-01-06T22:48:36Z,1788,173,ACTIVE,NO, 2,respirators,4
2020-01-07T00:04:27Z,1963,174,PASSIVE,NO, 6,ppe,1
2020-01-07T00:14:55Z,1164,160,PASSIVE,NO, 2,biologics,6
2020-01-07T01:33:48Z,2102,169,ACTIVE,NO,70,biologics,6
2020-01-07T02:34:32Z,4660,158,NONE,YES, 2,vaccines,3
2020-01-07T03:03:24Z,4673,164,NONE,YES, 4,diagnostics,7
2020-01-07T03:41:27Z,693,170,NONE,YES,20,biologics,6
2020-01-07T04:02:55Z,1359,167,ACTIVE,NO,10,diagnostics,7
2020-01-07T04:04:43Z,3035,176,NONE,YES,10,visors,8
2020-01-07T04:45:50Z,2791,159,NONE,YES, 6,oxygen_tanks,5
2020-01-07T05:10:06Z,1264,154,NONE,NO, 5,biologics,6
2020-01-07T05:51:41Z,4909,188,NONE,YES,10,biologics,6
2020-01-07T07:20:16Z,3461,175,NONE,YES,10,diagnostics,7
2020-01-07T07:44:46Z,393,176,NONE,NO, 5,ppe,1
2020-01-07T07:47:17Z,3257,161,PASSIVE,YES,10,ventilators,10
2020-01-07T07:58:07Z,3765,154,NONE,YES, 2,sanitizers,9
2020-01-07T08:36:50Z,2965,165,NONE,YES, 0,diagnostics,7
2020-01-07T09:08:50Z,4054,164,NONE,YES,20,diagnostics,7
2020-01-07T09:46:27Z,1646,150,NONE,YES, 0,ppe,1
2020-01-07T09:53:58Z,576,164,PASSIVE,YES, 0,oxygen_tanks,5
2020-01-07T09:54:39Z,19,176,NONE,NO,15,respirators,4
2020-01-07T10:04:22Z,16,176,NONE,YES, 5,diagnostics,7
2020-01-07T10:54:32Z,1058,164,NONE,YES, 4,diagnostics,7
2020-01-07T11:32:51Z,1211,184,ACTIVE,NO, 1,oxygen_tanks,5
2020-01-07T12:33:39Z,325,158,NONE,YES, 3,biologics,6
2020-01-07T14:57:30Z,2512,160,ACTIVE,YES, 4,ventilators,10
2020-01-07T16:35:04Z,111,167,NONE,YES, 2,biologics,6
2020-01-07T17:49:04Z,4422,186,ACTIVE,NO, 0,ventilators,10
2020-01-07T18:14:19Z,3337,165,NONE,NO, 0,respirators,4
2020-01-07T20:12:30Z,4150,177,PASSIVE,NO, 1,sanitizers,9
2020-01-07T20:38:53Z,2441,160,ACTIVE,NO, 7,visors,8
2020-01-07T21:04:58Z,196,185,NONE,YES, 2,ppe,1
2020-01-07T21:09:08Z,4840,190,NONE,YES, 2,respirators,4
2020-01-07T21:45:30Z,903,175,PASSIVE,YES, 4,visors,8
2020-01-07T23:10:59Z,3180,165,PASSIVE,YES, 7,masks,2
2020-01-08T00:13:30Z,3016,171,NONE,YES,10,ventilators,10
2020-01-08T00:25:27Z,67,164,NONE,YES, 0,vaccines,3
2020-01-08T02:26:24Z,1902,180,NONE,YES,12,oxygen_tanks,5
2020-01-08T02:56:08Z,1500,176,NONE,YES, 8,diagnostics,7
2020-01-08T03:46:07Z,3143,189,NONE,YES, 7,respirators,4
2020-01-08T04:35:24Z,2046,162,ACTIVE,YES, 6,respirators,4
2020-01-08T06:23:09Z,514,164,ACTIVE,NO, 4,respirators,4
2020-01-08T07:42:39Z,506,180,NONE,NO, 1,vaccines,3
2020-01-08T07:48:46Z,1151,167,ACTIVE,YES, 5,sanitizers,9
2020-01-08T08:51:34Z,1137,168,ACTIVE,NO, 8,biologics,6
2020-01-08T09:02:28Z,1134,172,NONE,YES, 1,ppe,1
2020-01-08T09:33:41Z,2921,178,NONE,YES, 0,biologics,6
2020-01-08T09:54:03Z,3449,168,NONE,YES, 4,ventilators,10
2020-01-08T11:57:00Z,3492,172,NONE,NO, 6,diagnostics,7
2020-01-08T12:38:53Z,4214,175,ACTIVE,NO, 6,visors,8
2020-01-08T12:46:23Z,3563,186,PASSIVE,YES, 7,visors,8
2020-01-08T13:26:57Z,2657,160,NONE,YES,10,sanitizers,9
2020-01-08T13:37:48Z,1846,164,NONE,YES, 1,ppe,1
2020-01-08T13:53:05Z,4303,186,PASSIVE,YES,12,ventilators,10
2020-01-08T15:18:11Z,4687,164,PASSIVE,YES, 1,oxygen_tanks,5
2020-01-08T15:27:30Z,4002,166,NONE,NO, 2,masks,2
2020-01-08T15:48:48Z,351,165,NONE,YES, 4,respirators,4
2020-01-08T16:17:14Z,3392,170,PASSIVE,NO, 5,diagnostics,7
2020-01-08T17:00:24Z,682,180,PASSIVE,NO, 4,ventilators,10
2020-01-08T18:32:46Z,485,176,NONE,YES, 4,ppe,1
2020-01-08T19:34:18Z,310,176,NONE,NO,11,masks,2
2020-01-08T19:40:18Z,3046,182,PASSIVE,NO, 5,biologics,6
2020-01-08T20:15:57Z,4041,174,NONE,YES, 5,visors,8
2020-01-08T22:14:44Z,3061,170,NONE,YES, 4,visors,8
2020-01-08T22:17:52Z,1729,183,ACTIVE,NO, 3,masks,2
2020-01-09T01:25:55Z,630,164,NONE,YES, 3,oxygen_tanks,5
2020-01-09T01:34:02Z,4144,164,NONE,YES,10,ppe,1
2020-01-09T02:15:27Z,3,182,NONE,NO,10,respirators,4
2020-01-09T04:41:49Z,2089,183,ACTIVE,NO, 2,biologics,6
2020-01-09T04:42:06Z,2858,158,NONE,YES,10,respirators,4
2020-01-09T04:44:51Z,4213,170,NONE,YES,10,oxygen_tanks,5
2020-01-09T05:02:05Z,4265,178,NONE,YES, 4,vaccines,3
2020-01-09T07:32:48Z,4910,164,NONE,YES, 2,oxygen_tanks,5
2020-01-09T07:40:45Z,672,176,NONE,YES,10,masks,2
2020-01-09T08:03:10Z,2487,160,PASSIVE,YES, 5,sanitizers,9
2020-01-09T08:18:14Z,2999,168,NONE,NO, 5,respirators,4
2020-01-09T10:47:08Z,4135,165,NONE,NO,20,respirators,4
2020-01-09T10:49:25Z,3208,158,NONE,YES,10,masks,2
2020-01-09T11:24:03Z,1743,164,NONE,YES, 0,respirators,4
2020-01-09T11:40:08Z,2275,157,NONE,YES, 6,sanitizers,9
2020-01-09T12:49:58Z,4357,160,ACTIVE,NO, 5,sanitizers,9
2020-01-09T13:27:08Z,1774,170,NONE,NO, 5,sanitizers,9
2020-01-09T13:48:13Z,3136,160,ACTIVE,NO,14,sanitizers,9
2020-01-09T14:19:45Z,476,159,NONE,YES, 0,oxygen_tanks,5
2020-01-09T16:04:02Z,4885,172,ACTIVE,YES, 4,biologics,6
2020-01-09T16:50:30Z,176,166,NONE,YES, 2,diagnostics,7
2020-01-09T16:55:13Z,3276,174,PASSIVE,NO, 1,visors,8
2020-01-09T17:15:46Z,1952,158,PASSIVE,NO, 5,ventilators,10
2020-01-09T19:07:00Z,3224,164,NONE,NO,12,oxygen_tanks,5
2020-01-09T19:22:35Z,1780,167,NONE,YES, 6,vaccines,3
2020-01-09T20:36:52Z,1993,167,PASSIVE,NO, 2,biologics,6
2020-01-09T21:32:55Z,3111,168,NONE,NO, 4,ppe,1
2020-01-09T22:25:43Z,211,170,NONE,NO, 3,oxygen_tanks,5
2020-01-09T22:52:16Z,4234,160,NONE,NO, 5,sanitizers,9
2020-01-09T22:59:07Z,4307,156,NONE,YES, 4,masks,2
2020-01-09T23:56:27Z,748,176,NONE,NO, 3,biologics,6
2020-01-10T01:13:22Z,448,166,NONE,NO, 3,masks,2
2020-01-10T01:26:49Z,4743,178,NONE,YES,10,visors,8
2020-01-10T02:08:58Z,4853,176,NONE,YES, 8,biologics,6
2020-01-10T04:08:35Z,2497,178,ACTIVE,YES,10,visors,8
2020-01-10T04:32:17Z,3755,165,NONE,YES, 4,biologics,6
2020-01-10T04:36:53Z,1206,178,NONE,NO, 5,sanitizers,9
2020-01-10T04:42:27Z,3515,180,NONE,NO, 5,masks,2
2020-01-10T04:53:06Z,4865,164,NONE,YES, 3,vaccines,3
2020-01-10T07:47:02Z,4661,158,NONE,NO,12,ventilators,10
2020-01-10T08:17:21Z,813,172,PASSIVE,NO, 5,diagnostics,7
2020-01-10T08:18:07Z,4057,187,ACTIVE,NO,10,oxygen_tanks,5
2020-01-10T08:46:29Z,1737,160,NONE,YES, 5,masks,2
2020-01-10T09:09:39Z,1120,158,NONE,YES, 5,ppe,1
2020-01-10T09:29:54Z,2330,185,NONE,NO,15,masks,2
2020-01-10T09:37:19Z,1884,166,NONE,YES, 2,masks,2
2020-01-10T11:27:57Z,1285,172,PASSIVE,NO,10,masks,2
2020-01-10T12:19:02Z,4336,162,NONE,YES,10,ventilators,10
2020-01-10T13:20:41Z,4978,162,NONE,YES,10,respirators,4
2020-01-10T14:00:19Z,4779,172,NONE,YES, 4,vaccines,3
2020-01-10T14:19:04Z,2090,168,NONE,YES, 5,biologics,6
2020-01-10T14:31:50Z,3370,162,NONE,YES, 1,diagnostics,7
2020-01-10T17:42:44Z,3711,180,NONE,YES, 3,respirators,4
2020-01-10T18:15:21Z,1182,184,NONE,YES, 2,sanitizers,9
2020-01-10T18:37:32Z,4817,164,NONE,YES, 3,diagnostics,7
2020-01-10T18:47:26Z,3786,175,ACTIVE,YES,12,ventilators,10
2020-01-10T19:04:58Z,1936,187,NONE,YES, 5,diagnostics,7
2020-01-10T19:12:32Z,2555,165,ACTIVE,YES,10,ventilators,10
2020-01-10T20:32:53Z,3281,172,NONE,YES, 6,sanitizers,9
2020-01-10T20:44:24Z,4056,182,NONE,YES,10,ventilators,10
2020-01-10T22:16:33Z,4068,175,ACTIVE,YES, 4,biologics,6
2020-01-10T23:10:23Z,2884,160,NONE,YES,10,visors,8
2020-01-10T23:48:03Z,4778,154,NONE,NO,10,diagnostics,7
2020-01-11T00:31:38Z,3990,165,NONE,YES, 2,oxygen_tanks,5
2020-01-11T00:33:04Z,4469,175,NONE,NO, 5,diagnostics,7
2020-01-11T01:05:52Z,1312,169,NONE,YES, 0,sanitizers,9
2020-01-11T04:04:26Z,2116,164,NONE,NO,12,respirators,4
2020-01-11T04:39:21Z,2589,181,NONE,NO, 1,oxygen_tanks,5
2020-01-11T05:40:12Z,4509,174,NONE,YES, 4,ventilators,10
2020-01-11T06:53:55Z,1449,165,NONE,NO, 6,visors,8
2020-01-11T08:02:55Z,3351,156,PASSIVE,YES, 4,visors,8
2020-01-11T08:59:04Z,3291,158,NONE,YES, 4,biologics,6
2020-01-11T09:40:34Z,4557,160,NONE,YES, 2,sanitizers,9
2020-01-11T09:41:58Z,4690,172,NONE,YES, 2,oxygen_tanks,5
2020-01-11T10:45:56Z,3336,168,NONE,YES, 2,masks,2
2020-01-11T12:10:27Z,4562,186,NONE,YES, 7,ventilators,10
2020-01-11T12:39:36Z,4932,158,PASSIVE,YES, 2,biologics,6
2020-01-11T13:28:04Z,610,182,ACTIVE,YES, 1,ventilators,10
2020-01-11T15:13:20Z,3109,176,NONE,YES,10,vaccines,3
2020-01-11T15:48:19Z,658,181,PASSIVE,NO, 3,ventilators,10
2020-01-11T16:13:37Z,1517,158,NONE,YES, 0,sanitizers,9
2020-01-11T16:55:46Z,4601,170,NONE,NO, 3,visors,8
2020-01-11T17:31:19Z,3209,160,NONE,NO,10,diagnostics,7
2020-01-11T17:37:50Z,3487,180,NONE,YES, 8,vaccines,3
2020-01-11T18:28:00Z,1980,170,NONE,NO, 2,vaccines,3
2020-01-11T19:26:48Z,1200,163,ACTIVE,YES, 5,ppe,1
2020-01-11T20:23:00Z,4960,183,ACTIVE,NO, 8,ppe,1
2020-01-11T20:33:44Z,4414,180,NONE,NO, 5,visors,8
2020-01-11T22:47:21Z,1233,186,ACTIVE,NO,20,diagnostics,7
2020-01-11T22:49:43Z,814,165,ACTIVE,YES, 4,masks,2
2020-01-11T23:31:39Z,914,168,ACTIVE,NO, 3,biologics,6
2020-01-12T01:44:52Z,3168,167,NONE,NO,20,visors,8
2020-01-12T02:11:40Z,4278,177,ACTIVE,YES, 7,visors,8
2020-01-12T02:15:26Z,4408,176,NONE,YES, 4,visors,8
2020-01-12T03:24:35Z,3857,176,NONE,NO,20,diagnostics,7
2020-01-12T04:37:27Z,4531,165,NONE,YES, 2,diagnostics,7
2020-01-12T05:09:50Z,4586,160,NONE,NO, 3,visors,8
2020-01-12T05:09:56Z,2030,175,NONE,YES, 5,masks,2
2020-01-12T05:35:26Z,487,162,ACTIVE,NO, 5,masks,2
2020-01-12T06:06:38Z,2513,182,NONE,YES,40,visors,8
2020-01-12T06:21:25Z,1586,177,NONE,YES, 5,masks,2
2020-01-12T06:25:54Z,3303,163,NONE,YES, 1,diagnostics,7
2020-01-12T06:37:37Z,126,160,NONE,YES, 5,biologics,6
2020-01-12T07:20:52Z,339,168,NONE,YES, 2,visors,8
2020-01-12T07:51:52Z,4495,165,NONE,YES, 6,ventilators,10
2020-01-12T08:22:42Z,3335,180,NONE,NO, 2,biologics,6
2020-01-12T08:29:57Z,4588,160,NONE,YES, 2,visors,8
2020-01-12T08:43:33Z,3888,172,NONE,NO,15,ppe,1
2020-01-12T09:15:50Z,1473,190,PASSIVE,NO,10,ventilators,10
2020-01-12T09:45:02Z,2663,164,PASSIVE,NO, 8,biologics,6
2020-01-12T10:08:23Z,2083,170,NONE,YES, 3,sanitizers,9
2020-01-12T12:13:00Z,951,148,NONE,YES, 1,diagnostics,7
2020-01-12T12:51:18Z,1101,165,NONE,YES,10,masks,2
2020-01-12T13:10:46Z,624,168,NONE,YES, 6,respirators,4
2020-01-12T13:24:16Z,1995,178,NONE,NO, 2,sanitizers,9
2020-01-12T13:31:25Z,71,171,NONE,NO, 6,vaccines,3
2020-01-12T13:55:58Z,4193,150,NONE,YES, 6,oxygen_tanks,5
2020-01-12T14:23:09Z,4438,150,ACTIVE,YES, 9,sanitizers,9
2020-01-12T14:42:44Z,1481,175,PASSIVE,YES, 2,ventilators,10
2020-01-12T15:14:27Z,2966,165,ACTIVE,YES, 5,vaccines,3
2020-01-12T15:41:10Z,1798,164,NONE,YES,10,visors,8
2020-01-12T16:04:55Z,2339,160,NONE,YES, 2,ventilators,10
2020-01-12T16:28:45Z,3773,156,NONE,YES, 2,ventilators,10
2020-01-12T17:54:01Z,2839,168,NONE,YES, 3,visors,8
2020-01-12T18:15:21Z,3476,160,NONE,NO, 1,oxygen_tanks,5
2020-01-12T19:06:32Z,4459,180,NONE,YES, 3,biologics,6
2020-01-12T19:07:21Z,960,194,PASSIVE,NO,10,respirators,4
2020-01-12T20:09:01Z,305,178,ACTIVE,NO,10,ventilators,10
2020-01-12T21:21:22Z,1086,156,NONE,YES, 4,diagnostics,7
2020-01-12T21:26:14Z,3838,190,NONE,YES,10,biologics,6
2020-01-12T21:49:54Z,1999,173,ACTIVE,YES, 5,masks,2
2020-01-12T22:10:41Z,2534,160,NONE,NO, 8,masks,2
2020-01-12T23:52:34Z,4674,163,ACTIVE,YES, 2,respirators,4
2020-01-13T00:41:14Z,599,180,NONE,NO, 8,ventilators,10
2020-01-13T01:37:47Z,847,175,NONE,YES, 0,respirators,4
2020-01-13T01:53:48Z,2,179,PASSIVE,YES, 1,oxygen_tanks,5
2020-01-13T02:09:21Z,2994,168,NONE,YES, 2,biologics,6
2020-01-13T02:22:50Z,2793,170,PASSIVE,YES, 3,oxygen_tanks,5
2020-01-13T02:23:47Z,3644,182,NONE,YES,20,respirators,4
2020-01-13T02:25:07Z,1267,176,NONE,YES, 2,biologics,6
2020-01-13T02:36:21Z,583,163,PASSIVE,YES, 7,visors,8
2020-01-13T03:08:48Z,510,160,NONE,YES, 4,respirators,4
2020-01-13T03:33:56Z,4888,170,NONE,YES, 2,oxygen_tanks,5
2020-01-13T03:52:18Z,615,187,NONE,NO, 1,vaccines,3
2020-01-13T04:19:19Z,3546,166,NONE,YES, 4,visors,8
2020-01-13T05:23:42Z,1093,165,PASSIVE,NO, 7,respirators,4
2020-01-13T06:07:33Z,1081,155,NONE,YES, 1,vaccines,3
2020-01-13T06:25:49Z,3173,157,NONE,YES, 3,masks,2
2020-01-13T06:44:10Z,222,170,ACTIVE,NO, 2,diagnostics,7
2020-01-13T07:08:40Z,1100,170,NONE,YES,10,biologics,6
2020-01-13T07:51:43Z,3414,160,NONE,NO, 0,diagnostics,7
2020-01-13T07:56:47Z,4243,180,ACTIVE,YES, 2,vaccines,3
2020-01-13T09:11:15Z,4621,164,NONE,YES, 5,sanitizers,9
2020-01-13T09:20:57Z,2078,160,NONE,YES,11,oxygen_tanks,5
2020-01-13T10:01:32Z,420,162,NONE,NO, 8,ventilators,10
2020-01-13T10:15:21Z,3447,174,NONE,YES, 0,oxygen_tanks,5
2020-01-13T10:18:26Z,3275,160,NONE,YES, 0,biologics,6
